Name,Variation,Color 1,Color 2,Source,Seasonal Availability,Style,Label Themes,Internal ID,Unique Entry ID
Nook Inc. slippers,White,White,Green,Nook Miles Shop,All Year,Simple,comfy,5630,Aba2jKEYFb3ZSzoWv
outdoor sandals,Green,Green,Black,Able Sisters,Summer,Active,outdoorsy; comfy; vacation,5640,BnWQmdRpMLoHthF3j
outdoor sandals,Red,Red,Black,Able Sisters,Summer,Active,outdoorsy; comfy; vacation,10707,mfmnkmNpSzWgKcRsT
outdoor sandals,Blue,Blue,Black,Able Sisters,Summer,Active,outdoorsy; comfy; vacation,10708,QaPK5tMTrBohRYkzh
outdoor sandals,Purple,Purple,Black,Able Sisters,Summer,Active,outdoorsy; comfy; vacation,10709,6xpDCB24AbaE99KCF
outdoor sandals,Yellow,Yellow,Black,Able Sisters,Summer,Active,outdoorsy; comfy; vacation,10710,CvPPDbRnzFKKBSFSC
outdoor sandals,Orange,Orange,Black,Able Sisters,Summer,Active,outdoorsy; comfy; vacation,10711,4PqGRqeQ7CzcnXt2P
outdoor sandals,White,White,Black,Able Sisters,Summer,Active,outdoorsy; comfy; vacation,10712,iZnEdXRHGkB8upzKY
outdoor sandals,Black,Black,Black,Able Sisters,Summer,Active,outdoorsy; comfy; vacation,10713,TxWPbv6SR2kkQ5qW6
paw slippers,Pink,Pink,Pink,Kicks,All Year,Cute,fairy tale; party; theatrical,5469,zPA3tiBnSWjb49scP
paw slippers,Brown,Brown,Brown,Kicks,All Year,Cute,fairy tale; party; theatrical,10976,QuqDNpdRXWXzHKY9h
paw slippers,White,White,White,Kicks,All Year,Cute,fairy tale; party; theatrical,10977,yrXceyd3fyhzg4PDD
paw slippers,Blue,Light blue,Light blue,Kicks,All Year,Cute,fairy tale; party; theatrical,10978,moK7LvPta9MKL6WKP
paw slippers,Black,Black,Black,Kicks,All Year,Cute,fairy tale; party; theatrical,10979,7uDbKzSsn9M4YjKD8
pleather ankle booties,Brown,Brown,Brown,Able Sisters,All Year,Elegant,everyday; formal; party,5474,QSxtJ4L7qnMs3AmhT
pleather ankle booties,Black,Black,Black,Able Sisters,All Year,Elegant,everyday; formal; party,11679,ckPxzgw73nbjWg6Bq
pleather ankle booties,Green,Green,Green,Able Sisters,All Year,Elegant,everyday; formal; party,11680,zvnxRiA7p4LpjtsD9
pleather ankle booties,Mustard,Yellow,Yellow,Able Sisters,All Year,Elegant,everyday; formal; party,11681,ubApDpnHA6xBoteSP
pleather sneakers,White,White,White,Able Sisters,All Year,Simple,everyday; outdoorsy; sporty,4716,MvyqYcx2cPGoDnG2F
pleather sneakers,Black,Black,Black,Able Sisters,All Year,Simple,everyday; outdoorsy; sporty,10046,meSAwpgrLaXYTZ6PM
pleather sneakers,Red,Red,White,Able Sisters,All Year,Simple,everyday; outdoorsy; sporty,10047,6MRPf3xicDyzPnwTT
pleather sneakers,Green,Green,White,Able Sisters,All Year,Simple,everyday; outdoorsy; sporty,10048,wZN8iiWBhegci4vH8
pleather sneakers,Blue,Blue,White,Able Sisters,All Year,Simple,everyday; outdoorsy; sporty,10049,TJn6f2GivkPh3wNCW
pleather sneakers,Yellow,Yellow,White,Able Sisters,All Year,Simple,everyday; outdoorsy; sporty,10050,XkKrKvtQ7WtaoPAFR
pleather sneakers,Light blue,Light blue,White,Able Sisters,All Year,Simple,everyday; outdoorsy; sporty,10051,YyTT7rtusTv5i2kf7
pleather sneakers,Orange,Orange,White,Able Sisters,All Year,Simple,everyday; outdoorsy; sporty,10052,hnwirvwCRgHHG9oSM
pom-pom boots,Pink,Pink,White,Able Sisters,Winter,Cute,fairy tale; party,5545,ikoDt2wBKC4tMdMTd
pom-pom boots,Red,Red,White,Able Sisters,Winter,Cute,fairy tale; party,6860,jwWqyc6DdM7qBStcR
pom-pom boots,Yellow,Yellow,White,Able Sisters,Winter,Cute,fairy tale; party,6867,rSXv7GNTw2kzXvDMh
pom-pom boots,Purple,Purple,White,Able Sisters,Winter,Cute,fairy tale; party,11691,gNQ8dYScE5ZRJ4F6z
pom-pom boots,Green,Green,White,Able Sisters,Winter,Cute,fairy tale; party,11692,6SYe4Ap54nWGsCEFY
pom-pom boots,Blue,Blue,White,Able Sisters,Winter,Cute,fairy tale; party,11693,ZbvBuyaGsoBguhSP7
pom-pom boots,Black,Gray,Black,Able Sisters,Winter,Cute,fairy tale; party,11694,PyrYHQEgWYw5A5xxe
power boots,Red,Red,Gray,Kicks,All Year,Active,fairy tale; theatrical; work,5698,EdeJCph8C4rwyyeDF
power boots,Blue,Blue,Green,Kicks,All Year,Active,fairy tale; theatrical; work,11797,7Ps3tA9FuZdMPHFhN
power boots,Green,Green,Purple,Kicks,All Year,Active,fairy tale; theatrical; work,11798,hMfdaCgqqdYB5SxcT
power boots,Black,Black,Red,Kicks,All Year,Active,fairy tale; theatrical; work,11799,7hsm7pbTKWbeaqHQc
rain boots,Yellow,Yellow,Yellow,Able Sisters,All Year,Simple,everyday; outdoorsy,4733,QWCYpFbf4JEobjwav
rain boots,Green,Green,Green,Able Sisters,All Year,Simple,everyday; outdoorsy,11551,R3vuRBSPQ8kMsx4cn
rain boots,Blue,Blue,Blue,Able Sisters,All Year,Simple,everyday; outdoorsy,11552,bC58G7zF8S62ueYyS
rain boots,Purple,Purple,Purple,Able Sisters,All Year,Simple,everyday; outdoorsy,11553,yb8Xzzv8eeCS4TJq7
rain boots,Pink,Pink,Pink,Able Sisters,All Year,Simple,everyday; outdoorsy,11554,FHjX8EryuvqR8Lriq
rain boots,Red,Red,Red,Able Sisters,All Year,Simple,everyday; outdoorsy,11555,TBaCCXwZQrPpXfyRc
rain boots,Beige,Beige,Beige,Able Sisters,All Year,Simple,everyday; outdoorsy,11556,GThEGgGR9schjrSLL
rain boots,Black,Black,Black,Able Sisters,All Year,Simple,everyday; outdoorsy,11557,dBLH9boiqRY25CAkE
recycled boots,Brown,Brown,Gray,Crafting,All Year,Simple,outdoorsy,12326,pymFdvNQcZoDF2EQg
restroom slippers,Navy blue,Blue,Blue,Kicks,All Year,Simple,comfy,5800,BJToZwde8mPrayZHC
restroom slippers,Red,Red,Red,Kicks,All Year,Simple,comfy,10105,YgbKhnaDc53vupcpX
restroom slippers,Green,Green,Green,Kicks,All Year,Simple,comfy,10106,XF7u6KhqeRd99bJ7q
restroom slippers,Light blue,Light blue,Light blue,Kicks,All Year,Simple,comfy,10107,ofPJY5TFLBryNjWwW
restroom slippers,Pink,Pink,Pink,Kicks,All Year,Simple,comfy,10108,eLhP3LBZSerB3Rz2E
ribbon sandals,Blue,Blue,Beige,Able Sisters,Summer,Cute,everyday; fairy tale; vacation,5814,KeqaR8Ze6LyYW9RqA
ribbon sandals,White,White,Beige,Able Sisters,Summer,Cute,everyday; fairy tale; vacation,10721,Wq5syMKeGKA2qbD2s
ribbon sandals,Pink,Pink,Beige,Able Sisters,Summer,Cute,everyday; fairy tale; vacation,10722,QkAtu7Q6CJon4XNoa
ribbon sandals,Yellow,Yellow,Beige,Able Sisters,Summer,Cute,everyday; fairy tale; vacation,10723,Fk8yQ59e8fJdYiprE
ribbon sandals,Green,Green,Beige,Able Sisters,Summer,Cute,everyday; fairy tale; vacation,10724,RjfiqFkqYxszRspu3
ribbon sandals,Berry red,Red,Beige,Able Sisters,Summer,Cute,everyday; fairy tale; vacation,10725,NJEv8nHDPBobY8uF4
ribbon sandals,Black,Black,Beige,Able Sisters,Summer,Cute,everyday; fairy tale; vacation,10726,cb2sKjFjwFDFgsgSb
ribbon sandals,Beige,Gray,Beige,Able Sisters,Summer,Cute,everyday; fairy tale; vacation,10727,7yuxPjGQx5kfkhtnd
rubber-toe high tops,Blue,Blue,White,Able Sisters,All Year,Simple,everyday; sporty,5617,r495YqHHQjC5tS9tc
rubber-toe high tops,Olive,Green,White,Able Sisters,All Year,Simple,everyday; sporty,10053,tfMMQyk3kTFo8Grj3
rubber-toe high tops,Beige,Beige,White,Able Sisters,All Year,Simple,everyday; sporty,10054,kxNYJ6ecrni3FYsQC
rubber-toe high tops,Pink,Pink,White,Able Sisters,All Year,Simple,everyday; sporty,10055,vdcE6F47jbNvpFHSS
rubber-toe high tops,Berry red,Red,White,Able Sisters,All Year,Simple,everyday; sporty,10056,qKtTEY7u2itPu6kPf
rubber-toe high tops,Coral,Orange,White,Able Sisters,All Year,Simple,everyday; sporty,10057,HBFY9CWNhtx57khyM
rubber-toe high tops,Ivory,White,White,Able Sisters,All Year,Simple,everyday; sporty,10058,atTwSXfw9x52DbZRj
rubber-toe high tops,Black,Black,Black,Able Sisters,All Year,Simple,everyday; sporty,10059,LhiGsXbeLR3BfwEnT
rubber-toe sneakers,Purple,Purple,White,Able Sisters,All Year,Simple,everyday; sporty,6892,eq7PSgXfLfTbmKGKY
rubber-toe sneakers,Green,Green,White,Able Sisters,All Year,Simple,everyday; sporty,10067,JCn5sFjYokpJtNyqZ
rubber-toe sneakers,Yellow,Yellow,White,Able Sisters,All Year,Simple,everyday; sporty,10068,zd3N7wBnQEYNczJiS
rubber-toe sneakers,Light blue,Light blue,White,Able Sisters,All Year,Simple,everyday; sporty,10069,gFYvSYE6RhYPYfGRC
rubber-toe sneakers,Red,Red,White,Able Sisters,All Year,Simple,everyday; sporty,10070,3uw8c5QGwBv954cDs
rubber-toe sneakers,Pink,Pink,White,Able Sisters,All Year,Simple,everyday; sporty,10071,WX8FE3WFJf588yRJq
rubber-toe sneakers,Blue,Blue,White,Able Sisters,All Year,Simple,everyday; sporty,10072,tiNSYwmShxfo2mTiP
rubber-toe sneakers,Black,Black,White,Able Sisters,All Year,Simple,everyday; sporty,10073,n9ef92fAk5TDu29EN
samurai greaves,Red,Red,Blue,Kicks,All Year,Cool,theatrical; work,5546,su835EMzZKpv2Whv2
samurai greaves,Black,Black,Blue,Kicks,All Year,Cool,theatrical; work,11567,GpcGFYoMWDXKKvTuT
samurai greaves,Blue,Blue,Blue,Kicks,All Year,Cool,theatrical; work,11568,uxQmHGifmnCb3Boyw
samurai greaves,White,White,Blue,Kicks,All Year,Cool,theatrical; work,11569,MB4ES9NjTNx2DE5Ps
samurai greaves,Golden yellow,Orange,Blue,Kicks,All Year,Cool,theatrical; work,11570,vKNjjoQ6LLoQN6z2a
shiny bow platform shoes,Pink,Pink,Pink,Kicks,All Year,Cute,fairy tale; party; theatrical,5606,JCHkpNJKK4q3f7G3R
shiny bow platform shoes,Black,Black,Black,Kicks,All Year,Cute,fairy tale; party; theatrical,10149,xs3WYWx8mSTYQwq9n
shiny bow platform shoes,Red,Red,Red,Kicks,All Year,Cute,fairy tale; party; theatrical,10150,p3p8ifj6sWkrx5uuC
shiny bow platform shoes,Purple,Purple,Purple,Kicks,All Year,Cute,fairy tale; party; theatrical,10151,947juCMoGceMJSytH
shiny bow platform shoes,Light blue,Blue,Blue,Kicks,All Year,Cute,fairy tale; party; theatrical,10152,wwGACYDtygfqRdp5N
shiny bow platform shoes,White,White,White,Kicks,All Year,Cute,fairy tale; party; theatrical,10153,vm3ugd64szb933prn
shiny bow platform shoes,Light purple,Purple,Purple,Kicks,All Year,Cute,fairy tale; party; theatrical,10154,tTGe9YJzagEXzFZjj
shower sandals,Black,Black,White,Able Sisters,All Year,Active,everyday; outdoorsy; comfy; vacation,4714,Zf4HuKDJSaXy5Qzwg
shower sandals,White,White,Gray,Able Sisters,All Year,Active,everyday; outdoorsy; comfy; vacation,10696,TeepAoZAHJGpJXXv7
shower sandals,Gold,Yellow,White,Able Sisters,All Year,Active,everyday; outdoorsy; comfy; vacation,10697,ubXSMjNnaXDaobiAX
shower sandals,Red,Red,White,Able Sisters,All Year,Active,everyday; outdoorsy; comfy; vacation,10698,iH6Z7x6rcaxHCdHnW
shower sandals,Blue,Blue,White,Able Sisters,All Year,Active,everyday; outdoorsy; comfy; vacation,10699,F8maThw5HTMMWxrEY
ski boots,White,White,Blue,Kicks,Winter,Active,outdoorsy; sporty,5660,n2QGDJbTEi3ttYi7o
ski boots,Orange,Orange,Black,Kicks,Winter,Active,outdoorsy; sporty,10992,2sC56DmBS9zFAY8fh
ski boots,Red,Red,Black,Kicks,Winter,Active,outdoorsy; sporty,10993,FGXQs3vPFSaPSR6tr
ski boots,Lime,Yellow,Green,Kicks,Winter,Active,outdoorsy; sporty,10994,ovpA5W2y9AL5XC5Hv
ski boots,Light blue,Light blue,Yellow,Kicks,Winter,Active,outdoorsy; sporty,10995,9b8sNnAJRpZNaQZ3Y
ski boots,Purple,Blue,Pink,Kicks,Winter,Active,outdoorsy; sporty,10996,kXThwqjtFGyQ98HwE
sky-egg shoes,None,Green,Green,Crafting,All Year,Active,fairy tale; party; theatrical,12459,cfFHEY8TX3qfsWXc5
slip-on loafers,Yellow,Yellow,White,Able Sisters,All Year,Simple,everyday; comfy,5566,72obQqFyftJiNYhSP
slip-on loafers,Red,Red,White,Able Sisters,All Year,Simple,everyday; comfy,6884,ZTxijqo9K5Kh4D888
slip-on loafers,Blue,Blue,White,Able Sisters,All Year,Simple,everyday; comfy,6885,HWaWPHrpsfMRPw9GS
slip-on loafers,Green,Green,White,Able Sisters,All Year,Simple,everyday; comfy,6889,CwnHY2c3C6oXDufr7
slip-on loafers,Black,Black,White,Able Sisters,All Year,Simple,everyday; comfy,6890,jyAseCiyNq9Zd9jKY
slip-on loafers,Light blue,Light blue,White,Able Sisters,All Year,Simple,everyday; comfy,10081,kS2gPazmLfKkpTp7L
slip-on loafers,White,White,White,Able Sisters,All Year,Simple,everyday; comfy,10082,evdWzeC43jXRiwusj
slip-on loafers,Beige,Beige,White,Able Sisters,All Year,Simple,everyday; comfy,10083,SAuKXG665PM22Mw7A
slip-on sandals,Light blue,Light blue,Light blue,Able Sisters,All Year,Active,comfy; vacation,5565,bek7zCaZSfGbYQhnk
slip-on sandals,Lime,Yellow,Yellow,Able Sisters,All Year,Active,comfy; vacation,10098,pxonyKAtPKaYnhH49
slip-on sandals,Black,Black,Black,Able Sisters,All Year,Active,comfy; vacation,10099,2DKQL5YxfRBYfyoSJ
slip-on sandals,Pink,Pink,Pink,Able Sisters,All Year,Active,comfy; vacation,10100,Fo7b3LxcBP9xWEKhv
slip-on sandals,Navy blue,Blue,Blue,Able Sisters,All Year,Active,comfy; vacation,10101,CaWkjvoY5Cw4gcESj
slip-on sandals,Red,Red,Red,Able Sisters,All Year,Active,comfy; vacation,10102,K4wdSdsbzS4hWayuW
slip-on sandals,Orange,Orange,Orange,Able Sisters,All Year,Active,comfy; vacation,10103,5r2nWqrT9v5rAQWRA
slip-on sandals,Purple,Purple,Purple,Able Sisters,All Year,Active,comfy; vacation,10104,Dbu4WoRkqf82e3HhD
slip-on school shoes,Red,Red,White,Kicks,All Year,Simple,everyday,5473,AGAqPgkMwAgR4rP3d
slip-on school shoes,Blue,Blue,White,Kicks,All Year,Simple,everyday,10980,u8BD7oMwRB7suh4f4
slip-on school shoes,Green,Green,White,Kicks,All Year,Simple,everyday,10981,BDCciYtBdfLFZsTKK
slip-on school shoes,Yellow,Yellow,White,Kicks,All Year,Simple,everyday,10982,REPBefCd7N79fexSs
slip-on school shoes,Pink,Pink,White,Kicks,All Year,Simple,everyday,10983,TByGGPr6Kj48zSXzT
slippers,Gray,Gray,Gray,Kicks,All Year,Simple,everyday; comfy; vacation,5525,3w8MXDtDn4e56iX54
slippers,Black,Black,Black,Kicks,All Year,Simple,everyday; comfy; vacation,10084,ahkFhsQDxdmbmEae4
slippers,White,White,White,Kicks,All Year,Simple,everyday; comfy; vacation,10085,bpzqd39eBwbJssiHz
slippers,Pink,Pink,Pink,Kicks,All Year,Simple,everyday; comfy; vacation,10086,7XL3FwRuMpX8pPSXM
slippers,Green,Green,Green,Kicks,All Year,Simple,everyday; comfy; vacation,10087,YWYrqAtzzDkkBDF8c
slippers,Blue,Light blue,Light blue,Kicks,All Year,Simple,everyday; comfy; vacation,10088,HqAwM9tDz8fPfjaZr
slippers,Red,Red,Red,Kicks,All Year,Simple,everyday; comfy; vacation,10089,XmM5wAFrFkbtD9D2m
slippers,Yellow,Yellow,Yellow,Kicks,All Year,Simple,everyday; comfy; vacation,10090,ohaR7XgRkjjK7WrAj
space boots,White,White,White,Kicks,All Year,Active,fairy tale; work,5760,wJ5GGhiCqRiGiyADm
sporty sandals,Red,Red,Black,Able Sisters,All Year,Active,outdoorsy; comfy; sporty; vacation,5824,dB9Zh49MxmTnhe2sT
sporty sandals,Olive,Green,Black,Able Sisters,All Year,Active,outdoorsy; comfy; sporty; vacation,10728,vvY85zikpeYg4Y2bh
sporty sandals,Blue,Blue,Black,Able Sisters,All Year,Active,outdoorsy; comfy; sporty; vacation,10729,fjn8jpqyKCATL5Zrj
sporty sandals,Purple,Purple,Black,Able Sisters,All Year,Active,outdoorsy; comfy; sporty; vacation,10730,NPRvY4itdRnthXiXb
sporty sandals,Green,Green,Black,Able Sisters,All Year,Active,outdoorsy; comfy; sporty; vacation,10731,DAkrAkhrWzoLCghmY
sporty sandals,Pink,Pink,Black,Able Sisters,All Year,Active,outdoorsy; comfy; sporty; vacation,10732,cFDQtHvQLzvDxXBmF
sporty sandals,Beige,Beige,Black,Able Sisters,All Year,Active,outdoorsy; comfy; sporty; vacation,10733,gHXQ5sakxYkDn3fAP
sporty sandals,Gray,Light blue,Black,Able Sisters,All Year,Active,outdoorsy; comfy; sporty; vacation,10734,FtBvM9FNfSW2YkvR4
steel-toed boots,Brown,Brown,Brown,Able Sisters,All Year,Cool,everyday; work,2593,hjin67297NyjQEihM
steel-toed boots,Beige,Beige,Brown,Able Sisters,All Year,Cool,everyday; work,11232,Nc8FzgrGXu7C7yw5c
steel-toed boots,Green,Green,Brown,Able Sisters,All Year,Cool,everyday; work,11233,8bdJLyFwFaLiPyBgM
steel-toed boots,Black,Black,Gray,Able Sisters,All Year,Cool,everyday; work,11234,JLqpaYbMxsMNeattz
steel-toed boots,Red,Red,Brown,Able Sisters,All Year,Cool,everyday; work,11235,AFT7LK6ZemaX5DpGb
steel-toed boots,Gray,Gray,Brown,Able Sisters,All Year,Cool,everyday; work,11236,QsKyMZv4z788odcXQ
stone-egg shoes,None,Orange,Brown,Crafting,All Year,Active,fairy tale; party; theatrical,12456,iNjeDCdctCeLqyxjv
strappy heels,Red,Red,Red,Able Sisters,All Year,Gorgeous,formal; party; theatrical,5561,bmvzeeTGHXiwdZJcg
strappy heels,Blue,Blue,Blue,Able Sisters,All Year,Gorgeous,formal; party; theatrical,10142,A3oghyX4PgSMkZJef
strappy heels,Gold,Orange,Orange,Able Sisters,All Year,Gorgeous,formal; party; theatrical,10143,KsqvFoouvtYt6KAYE
strappy heels,Silver,Gray,Gray,Able Sisters,All Year,Gorgeous,formal; party; theatrical,10144,chbFMWwZyPPaqbkjg
strappy heels,Black,Black,Black,Able Sisters,All Year,Gorgeous,formal; party; theatrical,10145,g2CG68ZjmWHrGRKjk
strappy heels,Pink,Pink,Pink,Able Sisters,All Year,Gorgeous,formal; party; theatrical,10146,vqMwAq9ky8WxLKPG8
strappy heels,Green,Green,Green,Able Sisters,All Year,Gorgeous,formal; party; theatrical,10147,BR6iENsuxdaGLEZam
strappy heels,Purple,Purple,Purple,Able Sisters,All Year,Gorgeous,formal; party; theatrical,10148,E75eKo2LiRpEdp8bT
traditional flower shoes,Red,Red,Blue,Kicks,All Year,Elegant,formal; party,5622,p8rmo5DkHoGjSK5SA
traditional flower shoes,Pink,Pink,White,Kicks,All Year,Elegant,formal; party,10988,u3MShjWuHsM8H4jkv
traditional flower shoes,Blue,Blue,Brown,Kicks,All Year,Elegant,formal; party,10989,gP6Pc7r6PG9hrQHNK
traditional flower shoes,Yellow,Yellow,Brown,Kicks,All Year,Elegant,formal; party,10990,8jieRWyNTggC4jMrr
traditional flower shoes,Lime,Yellow,Red,Kicks,All Year,Elegant,formal; party,10991,cN9q9x2LaZYY8qv6F
trekking shoes,Orange,Brown,Red,Able Sisters,All Year,Active,outdoorsy; sporty,5388,Qbk8zzBxRCSM2J5zJ
trekking shoes,Gray,Black,Green,Able Sisters,All Year,Active,outdoorsy; sporty,11237,TkjSkJFhub7FjDuMC
trekking shoes,Black,Black,Blue,Able Sisters,All Year,Active,outdoorsy; sporty,11238,sfQZCGCu4tTHfMpNt
trekking shoes,Light blue,Light blue,Purple,Able Sisters,All Year,Active,outdoorsy; sporty,11239,embSAwtn69LDNFbAD
trekking shoes,Yellow,Yellow,White,Able Sisters,All Year,Active,outdoorsy; sporty,11240,FmbcmRRcN58qYyLXu
trekking shoes,Purple,Purple,Pink,Able Sisters,All Year,Active,outdoorsy; sporty,11241,aexteKPGADNrE9xfs
trekking shoes,White,White,Green,Able Sisters,All Year,Active,outdoorsy; sporty,11242,Ywpc2D7NoK2qBxf6F
trekking shoes,Brown,Brown,Beige,Able Sisters,All Year,Active,outdoorsy; sporty,11243,T3ZqLcjzTfxQdKYMw
velour boots,Ruby red,Red,Black,Able Sisters,Winter,Elegant,everyday; party,4732,bb8zrf3uymyQcZ95R
velour boots,Gray,Gray,Black,Able Sisters,Winter,Elegant,everyday; party,11675,tAmnjnqTjNDGCWarN
velour boots,Brown,Brown,Black,Able Sisters,Winter,Elegant,everyday; party,11676,zhxznAbZgApqG5tsS
velour boots,Blue,Blue,Black,Able Sisters,Winter,Elegant,everyday; party,11677,Zvqbb4TRJvGTvRRKa
velour boots,Mustard,Yellow,Black,Able Sisters,Winter,Elegant,everyday; party,11678,FgLL99NEEz5piTwSu
vinyl round-toed pumps,Beige,Beige,Beige,Able Sisters,All Year,Simple,everyday; fairy tale; formal; party; theatrical; work,4723,RecSgePXKnagDi74R
vinyl round-toed pumps,Mint,Light blue,Light blue,Able Sisters,All Year,Simple,everyday; fairy tale; formal; party; theatrical; work,10116,St4Gybmqd2uS7cvwF
vinyl round-toed pumps,Brown,Brown,Brown,Able Sisters,All Year,Simple,everyday; fairy tale; formal; party; theatrical; work,10117,NZymvJ5oCBcmgXJ5t
vinyl round-toed pumps,Pink,Pink,Pink,Able Sisters,All Year,Simple,everyday; fairy tale; formal; party; theatrical; work,10118,dhcs3Lwx3oeiy4ngb
vinyl round-toed pumps,White,White,White,Able Sisters,All Year,Simple,everyday; fairy tale; formal; party; theatrical; work,10119,nTzMdQGrukqyBP8tk
vinyl round-toed pumps,Black,Black,Black,Able Sisters,All Year,Simple,everyday; fairy tale; formal; party; theatrical; work,10120,HG234xKCQ8jRhttM6
visual-punk boots,Black,Black,Black,Kicks,All Year,Cool,party; theatrical; work,5609,hP4STomyv7jb7tKnT
walking shoes,Pink,Pink,Beige,Able Sisters,All Year,Simple,everyday; outdoorsy; sporty,5775,sJbiGPfjohy3MRz9g
walking shoes,Beige,Beige,Beige,Able Sisters,All Year,Simple,everyday; outdoorsy; sporty,10997,ZTWABEzco2pisNq3q
walking shoes,Red,Red,Beige,Able Sisters,All Year,Simple,everyday; outdoorsy; sporty,10998,KWAceiwcGzkfNab4o
water sandals,Pink,Pink,Pink,Able Sisters,Summer,Cute,outdoorsy; comfy; vacation,5652,G7gjqcTKEpcbbNKJS
water sandals,Navy blue,Blue,Blue,Able Sisters,Summer,Cute,outdoorsy; comfy; vacation,10714,xZGwaMKKzuwBZifue
water sandals,Red,Red,Red,Able Sisters,Summer,Cute,outdoorsy; comfy; vacation,10715,zE2ydSF3h8ZEQDoN6
water sandals,Light blue,Light blue,Light blue,Able Sisters,Summer,Cute,outdoorsy; comfy; vacation,10716,ThthTKiHz8qWwHmAc
water sandals,Orange,Orange,Orange,Able Sisters,Summer,Cute,outdoorsy; comfy; vacation,10717,SKnxks78Mbearkot6
water sandals,Purple,Purple,Purple,Able Sisters,Summer,Cute,outdoorsy; comfy; vacation,10718,eCfe52j6KebvShSxF
water sandals,Green,Green,Green,Able Sisters,Summer,Cute,outdoorsy; comfy; vacation,10719,2pc8Ywv9ZgxzpfcCN
water sandals,Yellow,Yellow,Yellow,Able Sisters,Summer,Cute,outdoorsy; comfy; vacation,10720,vkYy5oFc353orgyxa
water shoes,Pink,Pink,Black,Able Sisters,All Year,Active,outdoorsy; sporty; vacation,5808,b3hXNNAFjYXNfYDNq
water shoes,Light blue,Light blue,Black,Able Sisters,All Year,Active,outdoorsy; sporty; vacation,10177,ur4D7j8TfzytpkBRr
water shoes,Orange,Orange,Black,Able Sisters,All Year,Active,outdoorsy; sporty; vacation,10271,vwQp84gqxvqxSGHpB
water shoes,Green,Green,Black,Able Sisters,All Year,Active,outdoorsy; sporty; vacation,10272,k5X6gHQcJWkWB8ZAi
water shoes,Navy blue,Blue,Black,Able Sisters,All Year,Active,outdoorsy; sporty; vacation,10273,JXymcRAWNMbDogEPA
water shoes,Yellow,Yellow,Black,Able Sisters,All Year,Active,outdoorsy; sporty; vacation,10274,r9y8YdqpCCSFymCJx
water shoes,Red,Red,Black,Able Sisters,All Year,Active,outdoorsy; sporty; vacation,10275,5Mt6LsY5NwhrwC8Ro
water shoes,Black,Gray,Black,Able Sisters,All Year,Active,outdoorsy; sporty; vacation,10276,TZMXjppMESwhT2hZt
water-egg shoes,None,Light blue,Red,Crafting,All Year,Active,fairy tale; party; theatrical,12460,CT5SYnidy4tF7xneW
wedding pumps,NA,White,White,Wedding Season,All Year,Elegant,fairy tale; formal; theatrical,12495,ZXMfkX6hWrb3Bf4cJ
wedding shoes,NA,White,White,Wedding Season,All Year,Elegant,fairy tale; formal; theatrical,12496,j2RAxuwc7BvaMTicF
wingtip shoes,Black & white,Black,White,Able Sisters,All Year,Elegant,everyday; formal; party; theatrical; work,5809,DjWLRAQtGePadCqZu
wingtip shoes,Brown,Brown,White,Able Sisters,All Year,Elegant,everyday; formal; party; theatrical; work,11471,eXgKY3DCBPmo7eJ5y
wingtip shoes,Greige,Gray,White,Able Sisters,All Year,Elegant,everyday; formal; party; theatrical; work,11472,P69MLRkggjw9LcDbY
wingtip shoes,Green,Green,Green,Able Sisters,All Year,Elegant,everyday; formal; party; theatrical; work,11473,875an6cBm4fer5mt9
wingtip shoes,Gray,Gray,Gray,Able Sisters,All Year,Elegant,everyday; formal; party; theatrical; work,11474,7iADtoNeh8krcW6YN
wingtip shoes,Berry red,Red,Red,Able Sisters,All Year,Elegant,everyday; formal; party; theatrical; work,11475,zcGqNXjwrSPCmaadF
wingtip shoes,Black,Black,Black,Able Sisters,All Year,Elegant,everyday; formal; party; theatrical; work,11476,9jhqxdBvQusYccJdf
winklepickers,Red,Red,Black,Able Sisters,All Year,Cool,party; theatrical; work,5655,HSHgP2d5LZSoGynWh
winklepickers,White,White,Black,Able Sisters,All Year,Cool,party; theatrical; work,11462,xTXhymN8bhf3HnQJE
winklepickers,Black,Black,Black,Able Sisters,All Year,Cool,party; theatrical; work,11463,QPCwCrLDkHPGKeDLY
winklepickers,Blue,Blue,Black,Able Sisters,All Year,Cool,party; theatrical; work,11464,ag3yY4kAomB56hxtW
wood-egg shoes,None,Purple,Beige,Crafting,All Year,Active,fairy tale; party; theatrical,12458,8ZgL3dbCk7dXrNite
wooden clogs,Yellow,Yellow,Red,Kicks,All Year,Elegant,everyday,5618,eupdqegxsCMDRLsAv
wooden clogs,Blue,Blue,Pink,Kicks,All Year,Elegant,everyday,10984,LmNCSiQxwsPrRqNc2
wooden clogs,Red,Red,Yellow,Kicks,All Year,Elegant,everyday,10985,brPp9ECXpN3EfhFPY
wooden clogs,Green,Green,Red,Kicks,All Year,Elegant,everyday,10986,96LeQLuLdHgEXyhSh
wooden clogs,Brown,Brown,Orange,Kicks,All Year,Elegant,everyday,10987,TjifkBrTMro68JHrf
work boots,Red,Red,Black,Able Sisters,All Year,Cool,outdoorsy; theatrical; work,5541,JC86Q4fvPqrg6xzTT
work boots,Purple,Purple,Black,Able Sisters,All Year,Cool,outdoorsy; theatrical; work,11244,t74L3o98zyuxzwB4d
