Name,Color 1,Color 2,Internal ID,Unique Entry ID
Sprocket's poster,Pink,Light blue,10644,ZKuhJykkuAPgQMFQ5
Static's poster,Gray,Blue,10567,Bnb2HgCH9uGMZ6AKE
Stella's poster,Red,Gray,10609,SRT6BKWnwc6anR6R2
Sterling's poster,Colorful,Light blue,10665,LLGB3Bpi7ogwfkTTQ
Stinky's poster,Blue,Blue,10475,skv2ujAkXaTzzzibE
Stitches's poster,Purple,Yellow,10524,zQfw76eKCFPrsTifN
Stu's poster,Brown,Purple,10811,wXjvXJe2zahfKnCPo
Sydney's poster,Purple,Orange,10582,sJWRfm2jKjDnRL34G
Sylvana's poster,Gray,Blue,10612,4rGhkCXbsJjcGfDBi
Sylvia's poster,Orange,Black,10574,vYpAatEfgag85wdWu
T-Bone's poster,Green,Blue,10823,LkP5AroMHJ74fGFCc
Tabby's poster,Yellow,Purple,10441,CcGQqRYaXDYm5HNsT
Tad's poster,Yellow,Light blue,10641,RQdREf3jMXN3N8K9S
Tammi's poster,Orange,Green,10476,SP6kTCmaurLMan4om
Tammy's poster,Gray,Red,10553,nEhjF7QncKCaM9p4h
Tangy's poster,Black,Brown,10786,6uuJaHwede2mokjHe
Tank's poster,Orange,Colorful,10578,MDBKhCriuHzaE5AgG
Tasha's poster,Black,Gray,10651,dMoK3ABwTdz23zXci
Teddy's poster,White,Light blue,10775,ixTvEwsDwk6Ds3GEP
Tex's poster,White,Black,10546,Hboyp3aaRPYnz2oRS
Tia's poster,Brown,Blue,10350,fuMQLKHZknMec5QCE
Tiffany's poster,Brown,Green,10635,jXww4iHeKwHfSdEFm
Timbra's poster,White,Pink,10388,fAvLHWtjGMqQspwo9
Timmy's poster,Brown,Green,10437,9HKZ7Yobdm8uzLi7P
Tipper's poster,Blue,Black,10359,2NfZ7Lyaf3h6KQm9m
Tom Nook's poster,Brown,Green,10384,LoA9QSgWvDs9swufc
Tom's poster,Green,Blue,10358,486Hm28f8Lhf7hKrR
Tommy's poster,Pink,Orange,10338,PsfADt3JFH9hgjwH2
Tortimer's poster,Orange,Yellow,10792,grE9hynn8SMezzhzp
Truffles's poster,White,Red,10691,aLBvsBuFd4keRH5hy
Tucker's poster,Yellow,Light blue,10477,jawmneAPTuqjCAa4c
Tutu's poster,Orange,Orange,10822,LgubGXNTTf3BP3aLN
Twiggy's poster,Pink,Yellow,10808,vEZEfxNrygmD65jCr
Tybalt's poster,Pink,Brown,10610,7XvykMJkTtZWSatzZ
Ursala's poster,White,Black,10812,96m3vKMmkCcXDZiQe
Velma's poster,Brown,Black,10449,B9RkWdsytySCKWFqD
Vesta's poster,Yellow,Green,10418,ScsCTZ4iJAAs8bpZA
Vic's poster,Red,Yellow,10415,KwZBqFXpduKCuoDhp
Victoria's poster,Pink,Green,10497,Bv2eZ9NBpWmwSFjgx
Villager's poster,Brown,Beige,10741,N6qEa462dfQ3kM2kv
Violet's poster,Pink,Gray,10499,fsjvirmWruvYmPq8c
Vivian's poster,Black,Blue,10603,hkAe3oJA89HzDobh3
Vladimir's poster,Gray,Green,10362,PTTctzp4KtCAceqkJ
Wade's poster,Gray,Brown,10614,DypctyNoZp6NcNTRH
Walker's poster,Orange,Green,10330,iA3PhsCuMmX8K4gLQ
Walt's poster,Pink,Beige,10559,QFKnT3NvdbZDwus4R
Wart Jr.'s poster,Light blue,Beige,10465,d2v37bvLF2HWXcB7R
Weber's poster,Red,Light blue,10636,6SgMa63zsFYoe7x3n
Wendell's poster,Light blue,Brown,10434,k6zcPwQCXoL4ACve9
Wendy's poster,Yellow,Pink,10381,4JqnDBARuzDahPbcZ
Whitney's poster,Beige,Light blue,10377,NxQfGWG5374SZkjZd
Willow's poster,Blue,Brown,10327,rZJ77yhzuexaKnAkx
Winnie's poster,Blue,Green,10663,F9weeZH5Ey8sZ374Q
Wolfgang's poster,Black,White,10472,GEC2nn8JwSHd78hS7
Yuka's poster,Yellow,Pink,10683,q9j4d7zAyk9Ttuuof
Zell's poster,Beige,Blue,10389,GuP3qy2DdzFTTEfGA
Zipper's poster,Yellow,Pink,10522,vcwdyjBMkEpp4S5HR
Zucker's poster,Beige,Blue,10569,8u8XbGvQuj8HbbEyy
